id,recipe_id,step,description
4582c519-fef4-4fd2-bd07-8fb5309d9a14,b41be3f6-c34b-432c-99d0-b03e143667c9,1,"Drain the tofu, carefully squeezing out excess water,  and pat dry with paper towels."
a2d7a53b-4eb5-4956-84df-560f157a58a1,b41be3f6-c34b-432c-99d0-b03e143667c9,2,Cut tofu into one-inch squares.
19f5928a-20dd-4505-941a-b37ac448a4cb,b41be3f6-c34b-432c-99d0-b03e143667c9,3,"Set aside.  Cut  eggplant lengthwise in half, then cut each half into approximately three strips."
2edfaa96-d94d-4e44-9645-0a545c20923c,b41be3f6-c34b-432c-99d0-b03e143667c9,4,Cut strips crosswise into one-inch cubes.
7e50028c-a47f-4a90-bee7-1fa485e73ddc,b41be3f6-c34b-432c-99d0-b03e143667c9,5,Slice zucchini into half-inch thick  slices.
a2322ebf-ff63-4411-89e4-23196360a34f,b41be3f6-c34b-432c-99d0-b03e143667c9,6,"Cut red pepper in half, removing stem and seeds, and cut each half into  one-inch squares."
b2fdc312-e360-4d85-8fa5-6126b1b84675,b41be3f6-c34b-432c-99d0-b03e143667c9,7,Wipe mushrooms clean with a moist paper towel and remove  stems.
e2e3c47b-517d-47ab-8e6e-42598c5015cd,b41be3f6-c34b-432c-99d0-b03e143667c9,8,"Thread tofu and vegetables on to barbecue skewers in alternating color  combinations: For example, first a piece of eggplant, then a slice of tofu, then zucchini, then red pepper, baby corn and mushrooms."
a921b597-02a9-4d71-bcb2-a1161d5f1dad,b41be3f6-c34b-432c-99d0-b03e143667c9,9,Continue in this way until  all skewers are full.
4d096bb5-6789-481b-a9d9-f87899dc55b1,b41be3f6-c34b-432c-99d0-b03e143667c9,10,"Make the marinade by putting all ingredients in a  blender, and blend on high speed for about one minute until mixed."
8d2a8efd-c980-4714-a029-874aa7343c57,b41be3f6-c34b-432c-99d0-b03e143667c9,11,"Alternatively, put all ingredients in a glass jar, cover tightly with the lid  and shake well until mixed."
05f1c60d-2239-47c4-b80c-2a6997940979,b41be3f6-c34b-432c-99d0-b03e143667c9,12,"Lay the kebabs in a long, shallow baking pan or on  a non-metal tray, making sure they lie flat. Evenly pour the marinade over the  kebabs, turning them once so that the tofu and vegetables are coated."
ebebce8a-39eb-448c-9d80-dd9beb86778c,b41be3f6-c34b-432c-99d0-b03e143667c9,13,"Refrigerate the kebabs for three to eight hours, occasionally spooning the  marinade over them."
5e3ca480-c617-4406-9488-6b2ef371e4c3,b41be3f6-c34b-432c-99d0-b03e143667c9,14,"Broil or grill the kebabs at 450 F for 15-20 minutes, or on the grill, until the vegetables are browned."
888b5a5c-a799-4a2c-b79a-8c07ec3544c2,b41be3f6-c34b-432c-99d0-b03e143667c9,15,"Suggestions  This meal can be served over cooked, brown rice. Amounts can easily be doubled to make four servings."
d6228dbf-0bed-46a0-9836-becb8fd92b29,66ad5e44-a7f7-49ba-97e3-08a579df332f,1,Mix everything together and bring to a boil.
15933a88-d44a-46b3-abd4-6102cd4ab7b2,66ad5e44-a7f7-49ba-97e3-08a579df332f,2,Reduce heat and simmer for 30 minutes (longer if you prefer your veggies to be soft).
4b8462f8-f074-4453-9791-8b070db720d2,66ad5e44-a7f7-49ba-97e3-08a579df332f,3,Refrigerate until cool.
504785ff-4d39-4709-8113-bef4c21efa66,66ad5e44-a7f7-49ba-97e3-08a579df332f,4,Serve chilled with sour cream.
83cb658d-8086-4043-a906-6d366afe0db9,f88915c7-22e4-4880-98cd-73bc89ee5564,1,"Melt 1 1/2 ozs butter, add the flour and cook for 2 to 3 minutes, stirring."
0a6a0d81-6f96-44aa-829b-22d14f5edcf1,f88915c7-22e4-4880-98cd-73bc89ee5564,2,"Gradually add milk and cook, stirring, until thick and smooth."
ee2ec82a-e9af-4430-8825-d4ee8ef515c3,f88915c7-22e4-4880-98cd-73bc89ee5564,3,"Melt the  remaining butter and saute sliced celery, button mushrooms and chopped pepper  until soft but not coloured."
52968496-5d31-46e9-8925-85c3f528a547,f88915c7-22e4-4880-98cd-73bc89ee5564,4,"Add celery, mushrooms, pepper, chicken and  pimiento to the sauce and heat through."
7f0cc496-6a08-4f72-9a4e-31e9380cd170,f88915c7-22e4-4880-98cd-73bc89ee5564,5,"Season to taste.  Combine the egg  yolks, double cream and Worcestershire sauce. Add to the chicken mixture and  heat through."
b2d26b57-1c5b-4350-9f85-228b9d38e8ab,f88915c7-22e4-4880-98cd-73bc89ee5564,6,Transfer to a serving dish and sprinkle with chopped parsley.
731ba868-7923-4a3f-a414-c8ce99c89bd5,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,1,Preheat oven to 350°F.
90376e27-b4e4-4df1-ae0c-1132b829ef9a,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,2,"Make pie crust, using 8 inch pie pan, do not bake."
c48fb4e8-deb3-4ad1-a3d3-4159e054da26,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,3,Mix sugar and margarine in medium bowl until blended; beat in egg whites and egg.
487dcaed-8563-4ed4-8391-35636a50e227,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,4,"Stir in flour, salt, and buttermilk until well blended."
09e34b7a-126f-477e-bfeb-115acea2d032,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,5,"Pour filling into prepared crust, bake 40 minutes or until sharp knife inserted near center comes out clean."
1eb63f94-489a-4f58-9107-b99a6e6bf576,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,6,Sprinkle with nutmeg and serve warm or chilled.
33d941ca-e1eb-469c-ae66-8ce35e744363,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,7,"Combine graham crumbs, gingersnap crumbs, and margarine in 8 or 9 inch pie pan, pat mixture evenly on bottom and side of pan."
42660551-5eae-4aff-9aea-22925d0cb345,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,8,Bake 8 to 10 minutes or until edge of crust is lightly browned.
90b8b9e5-fd9e-4a8b-bc9b-8c3c754c0fcf,37431a0a-78ec-4d81-8bb7-fdb4b05af29d,9,Cool on wire rack.
b478aea5-7461-4d55-b450-597c909aa54f,9f9ec71b-d983-4db2-9d14-3c2528429461,1,Preheat oven to 350 degrees.
156cf417-58ea-4248-8f15-1a308c08e769,9f9ec71b-d983-4db2-9d14-3c2528429461,2,Cream butter in large mixing bowl.
a3fd9241-c6ad-4b07-87b0-ed0a22cb3802,9f9ec71b-d983-4db2-9d14-3c2528429461,3,Gradually add brown sugar and granulated sugar.
dd9fd611-707f-4552-998e-524a80b1fd3f,9f9ec71b-d983-4db2-9d14-3c2528429461,4,Cream well.
3254c045-9472-4c3f-8a8e-d3a05c912778,9f9ec71b-d983-4db2-9d14-3c2528429461,5,Add unbeaten egg yolk and vanilla and beat well.
2e67d792-e32b-430f-8f8c-d23e481eae4d,9f9ec71b-d983-4db2-9d14-3c2528429461,6,Blend in sifted flour to form a stiff dough.
5c3ef8ac-7f63-4d50-b726-8f43ad6b3725,9f9ec71b-d983-4db2-9d14-3c2528429461,7,Shape dough into small balls.
1d9521c6-e900-4469-a374-be96d9848059,9f9ec71b-d983-4db2-9d14-3c2528429461,8,Place on greased cookie sheet. Flatten cookies with bottom of glass dipped in sugar.
ca4e97c0-2e0a-411f-ae46-c702996c41dd,9f9ec71b-d983-4db2-9d14-3c2528429461,9,"Bake at 350 degrees for 7-9 minutes, till golden brown (do not overbrown.) Cool before frosting."
d121d32c-5ccc-4bb7-b998-526386f4bf38,9f9ec71b-d983-4db2-9d14-3c2528429461,10,Garnish with pecan halves.
fcb29b9f-0a04-423a-8bdf-c326919d8fb6,3ba3161a-93c3-4044-88ef-4f91e6e95740,1,"Cook mushrooms in 2 tbsp butter in a large  skillet, stirring constantly, just   until tender."
26f9f651-0525-4942-beae-aea173b607f8,3ba3161a-93c3-4044-88ef-4f91e6e95740,2,"Remove from heat; set aside.  Cut each chicken breast half in  half lengthwise.   Place each piece of chicken  between two sheets of wax paper; flatten to  1/8"" thickness, using a meat  mallet or rolling pin."
afd7107b-a106-431f-9cf3-0dd1537e2490,3ba3161a-93c3-4044-88ef-4f91e6e95740,3,Dredge chicken pieces in flour.
5a4749af-bd35-42f1-bd16-31106cd6f9a2,3ba3161a-93c3-4044-88ef-4f91e6e95740,4,Place 5 or 6  pieces of chicken in 1 to 2  tbsp butter in a  large skillet; cook over medium  heat 3 to 4 minutes on each  side or until  golden.
5d106788-e3e0-40fb-9907-a269bee998f0,3ba3161a-93c3-4044-88ef-4f91e6e95740,5,"Place chicken in a lightly  greased 13x9"" baking dish,  overlapping  edges."
c2dd3990-bd42-4a6e-ac30-b7bbf916191c,3ba3161a-93c3-4044-88ef-4f91e6e95740,6,Repeat procedure with  remaining chicken and butter.
4217e97c-2501-4401-948b-9cb5fb79f5de,3ba3161a-93c3-4044-88ef-4f91e6e95740,7,Reserve pan  drippings in skillet.  Sprinkle  reserved mushrooms over chicken.
03874415-53e6-468f-b385-a003b06cac1c,3ba3161a-93c3-4044-88ef-4f91e6e95740,8,"Add wine and  broth to skillet.  Bring to a boil;  reduce heat, and simmer,  uncovered, 10  minutes, stirring occasionally."
89fd9bca-cebd-45aa-aa83-23a9bdb9e790,3ba3161a-93c3-4044-88ef-4f91e6e95740,9,Stir in salt and pepper.
f3158d07-9ec8-4ee1-a6b5-aa201522cf0b,3ba3161a-93c3-4044-88ef-4f91e6e95740,10,Pour  sauce over  chicken.
3dc2a136-97b8-4a14-ba80-1c26a971b57c,3ba3161a-93c3-4044-88ef-4f91e6e95740,11,Combine cheeses and green  onions; sprinkle over chicken.
3556f85b-dfee-4878-8e54-5142fd8f343e,3ba3161a-93c3-4044-88ef-4f91e6e95740,12,Bake  uncovered at 450 for 12 to 14 minutes.
5adec3f7-e4e0-4dbb-895d-a071a51aaf4b,3ba3161a-93c3-4044-88ef-4f91e6e95740,13,"Broil 5 1/2"" away from heat 1 to  2  minutes or until browned."
fc35566e-6d16-488a-a632-f87d834ae0db,d574b383-f920-4180-bdcc-ec747bd3cf8e,1,"EGG WASH 1 Egg, large 1 tsp Water In the bowl of an electric mixer fitted with the paddle attachment blend the flour, the sugar, the baking powder, and the salt until the mixture is combined well."
db4aee47-7444-4b93-a2bb-f014bde35c67,d574b383-f920-4180-bdcc-ec747bd3cf8e,2,"In a small bowl, whisk together the whole eggs, the yolks, the vanilla and the almond extract, add the mixture to the flour mixture, beating until a dough is formed, and stir in the almonds."
6aef19a3-f419-456e-8822-68baacf80542,d574b383-f920-4180-bdcc-ec747bd3cf8e,3,"Turn the dough out onto a lightly floured surface, knead it several times, and divide it into fourths."
89530179-e349-4ea3-8bf9-d3fdef73d76a,d574b383-f920-4180-bdcc-ec747bd3cf8e,4,"Working on 2 large buttered and floured baking sheets, with floured hands form each piece of dough into a flattish log 11 inches long and 2 inches wide, arrange the logs at least 3 inches apart on the sheets, and brush them with the egg wash."
53de9cc7-ccd5-4635-925e-632384eb10bc,d574b383-f920-4180-bdcc-ec747bd3cf8e,5,Bake the logs in a preheated 350F oven for 35 minutes and let them cool on the baking sheets on racks for 10 minutes.
d1ecb1b9-eb0e-430c-a617-edfd89ce9b2e,d574b383-f920-4180-bdcc-ec747bd3cf8e,6,"On a cutting board, cut the logs crosswise on the diagonal into 3/4"" inch slices, arrange them the biscotti, cut sides down, on the baking sheets, and bake them in the 350F oven for 5 to 7 minutes on each side, or until they are pale golden."
43c44729-09b7-4f59-ba7b-5b6fb978d439,d574b383-f920-4180-bdcc-ec747bd3cf8e,7,Transfer the biscotti to racks to cool and store them in airtight containers.
971e3931-6bb7-468c-b464-09cb8a056f9b,54412fbc-6c98-4228-a327-f39418b05d55,1,Stir ingredients together.
5ff8d210-b786-4328-b755-ab779f69786c,54412fbc-6c98-4228-a327-f39418b05d55,2,Process in a blender until powdered.
4dccf1ce-8107-4e79-8f20-f850f8ebe6bf,54412fbc-6c98-4228-a327-f39418b05d55,3,Use 2 Tbsp.  of mixture for each cup of hot water.
253de914-d338-425a-8247-3209a3588077,44a5ae31-97ec-4c5e-bd82-c75418ae365a,1,"Beat together the eggs, oil, and white sugar. Blend mixture for thirty seconds."
36c33388-78d6-4a18-bdbb-7a1cfc56d3f6,44a5ae31-97ec-4c5e-bd82-c75418ae365a,2,"Sift together flour, baking powder, baking soda, salt and spices. Add the  carrots and raisins."
792ea7bc-34f9-42a3-9e43-969a6b4ef957,44a5ae31-97ec-4c5e-bd82-c75418ae365a,3,"Pour egg mixture into dry ingredients, and mix well. Pour  batter into well greased 10 inch tube or Bundt pan."
2df88cfd-bc21-4fb0-9648-c7687cbd946e,44a5ae31-97ec-4c5e-bd82-c75418ae365a,4,"Bake at 350 degrees F (175  degrees C) oven for 45 to 50 minutes. Cool cake on wire rack, and then  refrigerate until completely cooled."
79c7d55e-57bd-4b51-ae85-f626f8a1cb60,44a5ae31-97ec-4c5e-bd82-c75418ae365a,5,"To make Cream Cheese Glaze: Blend together  confectioners' sugar, cream cheese, corn syrup, and vanilla. Spread over cooled  cake."
d96ab68f-4226-4a4f-b760-4a0d85da5abd,2e9d4dd0-e00c-4bc3-a7b6-8bb993cb6af8,1,Peel and mash avocados until lumpy.
7254a157-dc2c-4a20-94ed-e4d7d14e5300,2e9d4dd0-e00c-4bc3-a7b6-8bb993cb6af8,2,Add remaining ingredients and chill for 1 - 2 hours.
54cc2c8d-c712-4c44-bf95-9e3bb912ec23,89a323a9-54a1-4a7b-bb74-83559739c861,1,Preheat oven to 400°F.
59cf4add-c009-4611-8348-17544f0b1c62,89a323a9-54a1-4a7b-bb74-83559739c861,2,Beat the butter and sugar together until light.
d3f770d4-69ff-4165-ac60-1915f2f6d5c4,89a323a9-54a1-4a7b-bb74-83559739c861,3,Add the eggs and beat; then beat in vanilla.
2a48e244-6c85-4184-9c5f-48b772a8f0e4,89a323a9-54a1-4a7b-bb74-83559739c861,4,Sift the dry ingredients together and add to the batter alternatively with the buttermilk; beat until smooth.
9effcd12-1269-4dcf-ab27-17e0a45dcd35,89a323a9-54a1-4a7b-bb74-83559739c861,5,"Pour into a deep dish pie shell and bake at 400F for 10 minutes, reduce heat to 350F and bake for 50-60 additional minutes."
11a968cc-3268-48c2-8613-3e603b18987b,89a323a9-54a1-4a7b-bb74-83559739c861,6,Pie should turn a nice golden brown and a knife inserted should come out clean.
11f2fba1-9b9d-4edb-8adb-fe20830895d1,89a323a9-54a1-4a7b-bb74-83559739c861,7,"I think it is absolutely best when it is just still warm. (Not too hot, or it will be like napalm.)."
80f28d29-03fb-4102-ba6e-92b70ac3e76c,18fe63e4-b345-476b-ba77-ce1579291c1a,1,"Trim fat from beef, cut into 1-inch pieces."
87dc1d03-ebe0-4fcd-a29c-07567ca218f7,18fe63e4-b345-476b-ba77-ce1579291c1a,2,"In Dutch oven, heat oil over medium high hunt until hot. Add beef (half at a time) and brown evenly, stirring occasionally."
a9e020db-95ae-49b9-b043-25d57658e3a5,18fe63e4-b345-476b-ba77-ce1579291c1a,3,Pour off drippings.
bf83e0d3-e6cf-406c-b7ba-f6765b0f189e,18fe63e4-b345-476b-ba77-ce1579291c1a,4,"Season with thyme, salt and pepper."
11950874-4041-4bdd-b704-6d873ebe4123,18fe63e4-b345-476b-ba77-ce1579291c1a,5,"Stir in broth, wine and garlic. Bring to boil; reduce heat to low."
3f7cfcd2-4a1c-4164-95de-d9cac54deb2d,18fe63e4-b345-476b-ba77-ce1579291c1a,6,Cover tightly and simmer 1 1/2 hours.
c7e60981-bf6d-4987-982b-57f38ae7aab2,18fe63e4-b345-476b-ba77-ce1579291c1a,7,Add carrots and onions.
d21b4614-7e55-4b8e-b296-d9c03bc0d80c,18fe63e4-b345-476b-ba77-ce1579291c1a,8,Cover and continue cooking 35 to 40 minutes or until beef and vegetables are tender.
59f1e530-af36-43d4-a2b4-82dabbde2d82,18fe63e4-b345-476b-ba77-ce1579291c1a,9,Bring beef stew to a boil over medium-high heat. Add cornstarch mixture; cook and stir 1 minute. Stir in sugar snap peas.
459e7a45-6262-4b49-9e0c-5bc38208511a,18fe63e4-b345-476b-ba77-ce1579291c1a,10,Reduce heat to medium and cook 3 to 4 minutes or until peas are heated through.
bdba6353-340f-4df5-86de-5c4564a2a77b,91a4d74c-a018-413f-a875-ba822d8a22b5,1,Cut baguette into slices.
9429502a-74db-4483-8a3a-27b9bc4d8506,91a4d74c-a018-413f-a875-ba822d8a22b5,2,"Butter and then sprinkle garlic powder each piece, and bake till lightly golden brown."
ccac2e57-133e-4593-9dbb-26a682bd0b7b,91a4d74c-a018-413f-a875-ba822d8a22b5,3,"Mix garlic powder, Parmesan cheese, and salt in the ricotta cheese, till a lovely blended taste."
c5752f49-485d-470e-8313-0fedf3520559,91a4d74c-a018-413f-a875-ba822d8a22b5,4,"Dice tomatoes in small cubes,   add Olive Oil, and  small strips of fresh basil leaves, cut into thin strips."
65243f4d-4dbe-4dbc-b29c-901607c5a813,91a4d74c-a018-413f-a875-ba822d8a22b5,5,"Spread the ricotta mixture, generously on the cooled garlic bread slices."
9eecca51-10aa-44af-b077-9c5784f94d2a,91a4d74c-a018-413f-a875-ba822d8a22b5,6,Top with tomato mixture and bake at 350F for 10 minutes.
4c0cbcdf-f595-4f9a-9681-813c71fa0b95,91a4d74c-a018-413f-a875-ba822d8a22b5,7,Enjoy!
0a9c0cca-a59a-4597-972a-001f97889b17,87550764-2e33-4079-8881-fae2f305c4a6,1,Combine all ingredients in a saucepan and simmer over low heat for 20  minutes.
695e559a-fce8-4e56-b898-25393a3063bf,87550764-2e33-4079-8881-fae2f305c4a6,2,"Cool, then puree in a blender or food processor until smooth."
59cedd58-2810-4768-b5db-23290aee40e3,87550764-2e33-4079-8881-fae2f305c4a6,3,This can be stored in the refrigerator for up to 2 weeks in a covered  container.
9bbfe800-c2f0-4d2a-b7b6-7391635f3c16,33dade4a-7805-4ee8-bb63-90aca3ebe012,1,Preheat oven to 425 degrees F.
60addb8e-8a86-4d82-a2d0-36e47ea08f91,33dade4a-7805-4ee8-bb63-90aca3ebe012,2,Combine first 4 ingredients in a bowl.
c69c8177-ea28-410e-80df-da5d742f7ee5,33dade4a-7805-4ee8-bb63-90aca3ebe012,3,Firmly press mixture into bottom and 1 inch up sides of a 9-inch springform pan coated with cooking spray.
b39c9bf3-fb9b-4f37-83fe-c137465e72b3,33dade4a-7805-4ee8-bb63-90aca3ebe012,4,"Set aside. Combine 1/2 cup sugar, flour, vanilla, and cheeses;  beat at medium speed of a mixer until well-blended."
0639769e-01d3-4e6a-98e1-35d658851bb5,33dade4a-7805-4ee8-bb63-90aca3ebe012,5,Add egg whites and 2 tablespoons milk; beat well.
e379e7f8-8d1b-4412-87fb-5667715db51e,33dade4a-7805-4ee8-bb63-90aca3ebe012,6,"Combine 1/2 cup batter, 1 tablespoon milk, 2 tablespoons sugar, and cocoa in a small bowl; stir well."
da3f26cb-b4d6-4143-951f-55cf3c2baf94,33dade4a-7805-4ee8-bb63-90aca3ebe012,7,Spoon remaining batter alternately with cocoa mixture into prepared crust. Swirl together using the tip of a knife.  Bake at 425 degrees for 10 minutes.
e3a66a29-d419-4f6f-a3f0-f965f11baadc,33dade4a-7805-4ee8-bb63-90aca3ebe012,8,Reduce oven temperature to 250 degrees; bake 45 minutes or until almost set. Cool completely on a wire rack.
8a9a8cea-8396-4e36-90b8-c65d3274cf01,33dade4a-7805-4ee8-bb63-90aca3ebe012,9,"Garnish with chocolate syrup and fresh raspberries, if desired."
267eeb7e-0226-4240-a26c-77e885f9c7ba,a097a884-2234-4a26-89ab-bbf2d5f4df97,1,Place butter in microwave safe pot and heat on high for 30 seconds or until melted.
f37a0cea-2042-4fa5-b7ba-74a1f1b0fe4b,a097a884-2234-4a26-89ab-bbf2d5f4df97,2,Add cream and warm on high for approximately 1 minute.
3a66b842-58f2-409e-bf0d-ded7af064fa3,a097a884-2234-4a26-89ab-bbf2d5f4df97,3,Add Parmesan cheese and warm until cheese melts.
32720568-3a96-4426-83c2-9a7884b3ff4c,a097a884-2234-4a26-89ab-bbf2d5f4df97,4,"Add salt and pepper to taste. (If serving with shrimp, you might not need much salt.)."
d6113b0a-2f69-45f9-82e0-c640950a8085,a097a884-2234-4a26-89ab-bbf2d5f4df97,5,Pour over 4 servings of warm noodles (I use angel hair) and toss to coat. Serve immediately.
b48db46f-5b2b-4cca-9357-8f828fe586e1,a097a884-2234-4a26-89ab-bbf2d5f4df97,6,"Notes: I serve it with cubed, grilled or broiled chicken breast mixed in with the noodles or shrimp. Add a green salad and you have a complete meal. I have used margarine and canned Parmesan cheese and it worked fine."
b33aecb1-91bc-4dc9-9ce0-e337f2e35c89,a113a986-8c0d-4804-9fb2-1205e5adb5f8,1,DOUGH Cut butter into salt and flour.
bd44b064-15ca-4edd-941a-f45394f4481d,a113a986-8c0d-4804-9fb2-1205e5adb5f8,2,Stir in rest of the ingredients and knead to  combine or just process everything until it forms a ball.
e66f4562-bf59-4816-8ab6-56a38d353990,a113a986-8c0d-4804-9fb2-1205e5adb5f8,3,"Let rest covered 1  hour Make balls the size of a walnut, from 2/3  of the dough and line small  muffin tins with the dough."
9216d1bc-bcc1-439b-95de-4b6bef7a595b,a113a986-8c0d-4804-9fb2-1205e5adb5f8,4,Place 2 tsp. of the cold filling into the lined  tins.
2e063e23-06db-4810-9667-92f2bfe5859f,a113a986-8c0d-4804-9fb2-1205e5adb5f8,5,Make small balls with the rest of the dough.
9e5cc4a1-6a10-4c64-a03d-30b3422f91fb,a113a986-8c0d-4804-9fb2-1205e5adb5f8,6,Flatten them to make lids for the mini pies.
a1311b45-af34-4c30-b160-c48cc1d0fbb2,a113a986-8c0d-4804-9fb2-1205e5adb5f8,7,Brush tops with egg yolk Bake in preheated 350 F oven for 30 to  35 minutes or until golden brown.
45ff60c1-6017-4ad2-9571-2cba51c98c48,a113a986-8c0d-4804-9fb2-1205e5adb5f8,8,"SHRIMP FILLING Clean and devein shrimp, saving heads and shells."
632e0ef7-dd20-4bbb-8081-d6773d56a566,a113a986-8c0d-4804-9fb2-1205e5adb5f8,9,Make a broth with the shells  and heads and 2 cups water.
16397177-961d-406f-a429-05c9ae39221f,a113a986-8c0d-4804-9fb2-1205e5adb5f8,10,"Cook 1 hour, uncovered over low heat. Strain broth  and cook it down to 1/2 cup."
c9706d7c-a3ce-4f16-ba37-47e9186e1b01,a113a986-8c0d-4804-9fb2-1205e5adb5f8,11,Cook onions and garlic in olive oil until they  start changing color.
bbb705d3-9dca-4194-84b8-d7cd3a4558ac,a113a986-8c0d-4804-9fb2-1205e5adb5f8,12,"Add bell pepper and cook 2 minutes, Add tomatoes, broth  and seasonings and simmer almost to a paste. Add shrimp and cook just until they become opaque. Stir in cornstarch diluted in 2 Tbsp water."
462241ca-ee60-449f-ad97-45d3bcc9bf84,a113a986-8c0d-4804-9fb2-1205e5adb5f8,13,Stir until thick.
eeb972c6-45cd-4145-9d00-1844032da302,a113a986-8c0d-4804-9fb2-1205e5adb5f8,14,Add parsley.
4cd84192-c78f-4e4f-9532-313c076a564a,a113a986-8c0d-4804-9fb2-1205e5adb5f8,15,Let cool before using
9165f1c2-115e-469a-834d-6f564614a203,a113a986-8c0d-4804-9fb2-1205e5adb5f8,16,"NOTES : May use other fillings such as chicken, hearts of palms, cheese Miriam Podcameni Posvolsky Rio de Janeiro"
18a1595a-1123-42b2-acb7-819c923b4101,219f0cef-978e-4d9b-8e77-f1df97a1dda0,1,Trim sprouts; halved if desired.
